partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
QATAR DATAMATION SYSTEMS,QATAR DATAMATION SYSTEMS,+97444439900,https://www.qdsnet.com,"hr@qdsnet.com, info@qdsnet.com","478-510943184191, 0 0 448 512, 6 512 448 512, 497051799999994, 430-2032191, 999999999, 77223277891, 7-120 120-120, 0 0 320 512, +97444439900, 95041342, 95019526, 0 0 576 512, 0 0 512 512, +974 4443 9900, 22 448 288 448, 320 288 216, +974-0000-0000","BUILDING NO 55, ZONE 39, STREET 343 AL DARWISH BUILDING, AL SADD STREET FLOOR NO 4 & M, DOHA, QATAR"
SYOOK TECHNOLOGY WLL,SYOOK TECHNOLOGY WLL,+97433045152,https://www.syook.com/,Info@syook.com,"547129737, 27757599, 00000080, 2305195801, 5-4524-9295, 77884368, 502174924, 052299890, 3372578893, 2352141355, 98373433, 2147483648, 33456921, 26790905, 2015960785, 3537389287, 75-4078-8524-641, 00403421, 02233374943, 815198092, 71200017, 12472627565, 1413660645, 25507953, 2147483647, 789023089, 141416 100, 2545352419","OFFICE 902, TOWER A, FLOOR 9, TWIN TOWER LUSAIL, QATAR, LUSAIL, QATAR"
Fusion Integrated Solutions,Fusion Integrated Solutions,+97440120300,https://fusiongroupholding.com/,info@fusiongroupholding.com,"4109123758, +974 4012 0300, 1268368563, 3020080000, 901347462, 463499852, 2264125279, 651618207, 3333333333, 00974 40120300, 11124871287, 1310225428, 622681199101295","6TH FLOOR, AMARA BUILDING #73, IBN MAHMOUD STREET #930, FAREEJ BIN MAHMOUD #22, DOHA, QATAR"
Primecast Technical Solutions,PRIMECAST TECHNICAL SOLUTIONS,+97444275552,https://www.primecastme.com,info@primecastme.com,"+10140-1018, +10190-1019, +974 4002 3009","2ND FLOOR, IBQ BUILDING, AL WAKRAH MAIN STREET, AL WAKRAH, QATAR"
ATOS ORIGIN,ATOS,+97444478183,https://www.atos.net,,"18072778371, 16757750, 10000000, 10000000000000","ATOS QATAR LLC, QFIB BUILDING, AL SAAD AREA, ZONE 38, DOHA, QATAR"
Technology Solution Provider WLL,TECHNOLOGY SOLUTION PROVIDER WLL,+97444164376,https://www.tspqatar.com,"kabeer@tspqatar.com, info@tspqatar.com","+974 4416 4376, +974 4416 4238","OFFICE NO- 7, FLOOR NO -3, STREET NO - 830, BUILDING NO - 16 , ZONE - 24, DOHA, QATAR"
SIEMENS INDUSTRIAL LLC,Siemens WLL,+97444560222,https://www.siemens.com,,00000012,"Jaidah Square, Office #  501-504;, AL Matar Street., Doha, QATAR"
Techway Middle East FZE,TECHWAY IT SOLUTIONS QFZ LLC,+97430055926,https://www.techway.me,info@techway.me,"66666666666666, 33333333333334, 333333333333332, 666666666666664, +10140-1018, +10190-1019","RAS BUFONTAS FREEZONE, DOHA, QATAR"
GRAPPLE TECHNOLOGIES,GRAPPLE TECHNOLOGIES,+97440010944,https://www.grappletechnologies.com,,"001119314, 235200976, 235918264, 2000000000","FAREEJ AL GHANEM, DOHA, QATAR"
Almoayed Data Group,Almoayed Data Group,17828828,https://www.almoayedict.com,,,"SAEED BIN BASHEER, DOHA, QATAR"
SECNEURAL LLC,SECNEURAL LLC,+97460048147,https://www.secneural.com/,,,"SPORT ACCELERATOR, OFFICE NO F-01, FIRST FLOOR, DOHA QATAR, DOHA, QATAR"
Regency Technology,REGENCY TECHNOLOGY,+97444344684,https://www.regencytechno.com,,,"SOHAIM BIN HAMAD STREET, REGENT GROUP BLDG, AD DAWHAH, QATAR"
AIGENZCOMMUNICATION & SERVICES,AIGENZCOMMUNICATION & SERVICES,+97444323933,https://www.ai-genz.com,,,"GOLD TOWER,A BLOCK,FLOOR-4,ZONE-26,STREET-882,BLDG-2, DOHA, QATAR"
Site Technology Ltd.,SITE TECHNOLOGY COMPANY QATAR,9744329990,https://www.site-technology.com,,"974 4 4329990, +971 4 551 5173, +968 2 2842333, +961 1 615999, +961 2 6346900, +966 13 8300118, 971 2 6346900, +966 11 2163800","TOURIST STREET, OLD SALATA AREA, AD DAWHAH, QATAR"
PRIMEEDGE INTERNATIONAL TRADING,PRIMEEDGE INTERNATIONAL TRADING,+97430616041,https://www.primeedgeinternational.com,Info@primeedgeinternational.com,"+97430094833, +974-30094833, +974 3061 6041, 00000000000004, 00000063, 3333333333, 00000000000003, 97430094833, 62353697","OFFICE NO- 2B-14A, FLOOR-2,ZONE-25,STREET-230, BUILDING NO-226, DOHA, QATAR"
FIBRE OPTIC SUPPLIES & SERVICES LLC,FIBRE OPTIC SUPPLIES & SERVICES,+97444683619,https://foss-dubai.com,dubai@foss.ae,"46892932, 821749319396470, 94514834, +97148990900, 6577617927, 02380399, 00000069, 732050726, 9-9539-904, 757263652053616","POBOX 32302, DOHA, QATAR"
LUSAIL HOSPITALITY AND SERVICES,LUSAIL HOSPITALITY AND SERVICES,+97466644552,,,,"DOHA, DOHA, QATAR"
Honeywell.ME,HONEYWELL,97122349323,https://honeywell.com,,"2147483647, 3333333333, 2147483646, 6666666667, 8886991292, 14800202, 2147483645, 15086884","AMWAL TOWER, DOHA, QATAR"
COMPUTER DATA NETWORKS W L L,EPORTAL COMPANY,4322713,https://www.cdn.com,,3333333333,"38 Al-Sadd, Al Faris Bldg, Doha, QATAR"
I A M IT Technologies LLC,I AM IT TECHNOLOGIES WLL,+97440016460,https://www.iamittechnologies.com,email@example.com,"+974-400-164, +971 4 299 0587","OFFICE # 204, 2ND FLOOR ZONE # 24, STREET # 830, BUILDING # 4 AL HITEEN STREET, MUNTAZA AREA RAWDAT, DOHA, QATAR"
Consolidated Engineering Systems Co.,CONSOLIDATED ENGINEERING SYSTEMS COMPANY,+97444655581,https://www.cesco.com.qa,cesco@cesco.com.qa,"44 655 583, 44 655 581, 974) 4465 5581","DOHA, QATAR, DOHA, QATAR"
DLI Technology & Information Systems W.L.L,DLI TECHNOLOGY & INFORMATION SYSTEMS WLL,+97444513950,https://dliqatar.com,info@dliqatar.com,"+974 44513018, +974 4451 3950","OFFICE NO7, BUILDING NO39,, AIRPORT ROAD, STREET#902, AL ROUDHA, DOHA, QATAR"
HELP INFORMATION TECHNOLOGY CONSULTANCY LLC,HELP AG,+97444328067,https://www.helpag.com,,,"48TH FLOOR, DAFNA TOWER, DOHA, QATAR"
STARJAB TRADING AND SERVICES,STARJAB TRADING AND SERVICES,+97455345797,https://www.starjabit.com,,,"#3, ST850, BLD29, AREA 17, DOHA, QATAR"
SALAM TECHNOLOGY O P C,SALAM TECHNOLOGY,+97440206262,https://www.salamtechnology.com,,,"6TH FLOOR BAY TOWER 2 THE GATE MAYSALOUN STREET WEST BAY, DOHA, QATAR"
ONOTIO TEKNOLOJI LLC,ONOTIO TEKNOLOJI LLC,+97444101555,https://www.onotio.com,info@onotio.com,,"AL FARDAN TOWERS, 8TH, 9TH & 14TH FLOORS, DOHA, QATAR"
SPECIALIZED & INTERACTIVE SYSTEMS,Specialized & Interactive Systems,+97444584281,https://sisuae.com,,,"AL-NASR STREET, BUILDING NO 88, LEVEL 1, OFFICE 4, DOHA, QATAR"
I.T Serve,IT-SERVE QATAR,5065078,https://www.it-serve.qa,"2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, info@it-serve.qa, 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, example@mysite.com","04353094261565, 04036102812229, 794217088314025, 99644886769109, 32867431640625, 71-525908938, 09733055364691, 976879119873047, 875009536743164, 012233567246, 1266025101, 9129525590087, 239586535454189, 3372578893, 282792655984867, 684865322089472, 24276088223158, 9698965890067, 60578340041933, 94164533508142, 7-2112895, 547129737, 85384340586806, 45348643784, 84791854881666, 324782490069406, 849223367559105, 9-8085-415, 57-7138-4231, 03802348788214, 239779601173613, 606010102349006, 2305195801, 15002686361974, 586785917273869, 999980926513672, 87136309866256, 9094711914063, 8373058600374, 69216294650141, 180743359592, 20138549804688, 29178430, 99365280625334, 149528250448, 73584519065784, 08293538583487, 98843002319336, 2147483647, 495778159127184, 99771847269015, 87505399251665, 8-4942-9787, 456022262573242, 99363111705212, 83954955083366, 141189575195312, 93252568931841, 393992329788117, 34254455566406, 678678697793, 76678832, 84519032753661, 061148070195355, 020626701799001, 564678527693319, 73842239379883, 39-9681-7518, 599999999999998, 936294312, 458432867257265, 33456921, 02612312039007, 52738057238463, 282051282051285, 2545352419, 77272033691406, 416-4915-429, 26109-514, 611949419786776, 09780075809269, 9728684500557, 91780799, 10481737, 67768259383335, 93626052649353, 1238702267, 9-4779-8559-2571, 93339057, 3634090423584, 15384615384615, 06979710659098, 051112890333195, 51066778500591, 25038710299027, 09112132915678, 12472627565, 635-8505-3391-9791, 10863119752884, 088422061767577, 98295643319138, 00115012845538, 3500213623047, 27757599, 91507167981443, 990488355746564, 5953307522964, 986602896062475, 83564376831055, 82221341308593, 206089596312374, 40390408216795, 7083282470703, 46030698302516, 99867841512612, 9351806640625, 5809936523438, 121576461768746, 70715464, 790085954595662, 2878224654, 99397853008905, 34-4617-9789-907, 58264386533622, 8-0531-426, 54021359880282, 66820608035487, 9928195274795, 988384478759766, 594905853271484, 99073791503906, 604839299739423, 2795113657, 28572449748, 609332311436808, 3712316483, 02233374943, 2490108247, 454545497894287, 368138591, 818959404, 99975055874842, 1499774301866, 09681004912214, 10582424971306, 9884033203125, 992359381626, 610855832964266, 44625819, 9306201843, 99994403317643, 808564381789296, 10141654052734, 85910598, 044598399, 2339026183, 160286721951785, 839341200048679, 95801118268338, 76359954, 818135794, 5486011505127, 88119413, 54860549804687, 99664411167333, 99999999999, 000000000000001, 92361450195312, 79382565041303, 3-0983-4756, 9873-06831721, 25462341308594, 26781372850528, 99898787210124, 99536895751953, 502174924, 25866926398154, 8118507245053, 75128975, 99872913983023, 08149087805458, 94103093, 9009009009, 28360250138, 01208020573323, 9932739781, 47304448, 47916793098499, 926833109537891, 37801799406286, 886693399802521, 988433837890625, 9392-5604-1148, 61747158, 7953525390625, 50340754, 50203872576796, 99986394003761, 2147483648, 55488590306424, 92415089754772, 7-8242323, 67646722, 0006519566936, 0011501284554, 784399379236207, 98851776123047, 4143371582031, 9130427267833, 49796127423204, 3245912091, 2054135103, 71200017, 19200724176082, 000003814697266, 72454833984375, 61372033823153, 945486754, 74306924, 62503172313085, 459324877265195, 0740661621094, 25507953, 88-9288338191, 99627078985458, 12280691646794, 86892348202574, 26790905, 805068570, 74474769291184, 44398798238939, 815198092, 699174120507463, 893846438082843, 79096391278028, 0238015311104, 3332510527, 28700016681098, 307837053498585, 55567072, 99991978998396, 56912857142855, 1499927482082, 65274626590477, 25986874889263, 427516510, 89583969116211, 8-2311-451, 98354553961718, 502828575658676, 983543559103888, 502039565804125, 65377271786349, 98897269270473, 75395856584817, 6977273465243, 99665029849906, 279149989, 276-1246-058, 3537389287, 67826992373844, 306848066, 000001430511475, 0-1475-2487, 62003544398715, 9933276562586, 564218521118164, 14-216071924, 9607929269948, 999923706054688, 03018088818604, 04899017138885, 03998708089695, 97945994311225, 86674769002038, 620880871371234, 654554970664913, 60600767021188, 250868057, 439916890, 120273546, 677680745130914, 011573791503906, 15202160171829, 86911421282215, 000000000000004, 19009198, 66747110237395, 45828301795248, 41763938517629, 3310412303, 13442399, 80027478647906, 99628763485936, 74290729, 52279658118688, 01255434427301, 33880158584643, 42105263157895, +974 4442 5698, 0909546578239, 2334769112723, 8472366333008, 82862000314151, 3091648646763, 08087274, 63330105, 607318857503188, 14666402, 85244846394839, 777-6559005, 54165267944336, 33101558685303, 44935286042914, 2015960785, 57052626702992, 700-8487-6366, 60441845, 05044742520498, 942123413085938, 120835257542048, 2851024524758, 7476615905762, 23456-5806-4237, 895835876464844, 25832060, 87264303189978, 000001907348633, 1412048339844, 134593095, 87059236218285, 93994067830616, 98012072076052, 99685572996877, 91405233617319, 52569793188496, 60378936338811, 57485120197217, 03833679213191, 99975497289091, 265764648436743, 2352141355, 72629842, 09722900390625, 56234440, 99999321425427, 99898036410427, 966355412765, 07253451077776, 99304962158203","1ST FL,TGI BLDG, BEHIND SAFRIHOTEL NAJMA, PO BOX 32105, DOHA, DOHA  QA, DOHA, QATAR"
Precedence Technologies LLC,Qatar Branch,+97477033239,https://www.precedenceuae.com,,,"#104 Building 430, Retaj Commercial Building, Al Murra, DOHA, QATAR"
Intaleq Technology Consulting and Services,Intaleq Technology Consulting and Services,+97444137977,https://www.intaleq.qa,,,"PO BOX 358080, SPORTS ACCELERATOR BUILDING, QATAR BUSINESS DISTRICT DOHA QATAR, DOHA, QATAR"
INTEGRATED COMMUNICATIONS SYSTEMS COMPANY WLL,INTEGRATED COMMUNICATIONS SYSTEMS COMPANY WLL,+97440054005,http://www.icsystems.co,,,"203, 2ND FLOOR, BLOCK NO 20, SAYER AVENUE, BARWA COMMERCIAL BUILDING, AD DAWHAH, QATAR"
