partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
Ayser Kayal Trading Est,AYSER KAYAL TRADING EST,+966126395255,https://www.kaylest.com,,"33333333, 1461258064, 78418066, 1493098611, +10140-1018, 944016617, 23000000, +10190-1019, 85610117, 59264814, 14285714, 85714286, 28571429, 1230367105","JEDDAH - AL RAWDA, JEDDAH, SAUDI ARABIA"
Azeemi Technologies Private Limited,Azeemi Technologies Private Limited,+966112174445,https://azeemi-tech.com,,"966536965024, 99999999, 333333333333","BUILDING NO 4470 AL JAROUDIA AL DHUBBAT DIST, RIYADH, SAUDI ARABIA"
BANDWIDTH TELECOMMUNICATIONS COMPANY,Bandwidth Telecommunications Company,+966920009606,https://www.b-telco.sa,sales@b-telco.sa,+966 9200 0960,"2075 Northern Ring Road, Al Ezdihar District, Riyadh, SAUDI ARABIA"
BARMAJIAT FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,BARMAJIAT FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,+966555150660,https://www.prmgiat.com,info@prmgiat.com,"10464500, 2-9577-4298, 966564496838, 31187869, 441492499","4263 RIYADH 58883-7175, RIYADH, SAUDI ARABIA"
Barq Systems,BARQ SYSTEMS,+966114645664,https://www.barqsystems.com,info@barqsystems.com,"6592-823152, 86350569, 114645664, 999999999, 39-3851-412, +966 114645664, 4852-688684, 17510204, 151-4201-8835, 20000000, 28724365","BADER CENTER TAHLIA STREET, JEDDAH, SAUDI ARABIA"
Barq Technology EST,BARQ TECHNOLOGY EST,+966114532168,https://www.barq-tech.com,info@barq-tech.com,"+966548311338, 0 0 1280 720","6839 AL ULAYA KING FAHD DIST, RIYADH, SAUDI ARABIA"
Bashaer Al Binaa Contracting Co.,BASHAER AL BINAA CONTRACTING COMPANY,,http://www.bashaersa.com,,"555555555556, 966535582844, 0 0 512 512, +966535582844, 105786448744043, 000000 100, 11111111111","YARMOUK - EXIT9, RIYADH, SAUDI ARABIA"
BASMAT AL MAHER TRADING ESTABLISHMENT,BASMAT AL MAHER TRADING ESTABLISHMENT,+966536458188,,,,"KING ABDULAZIZ ROAD, NAJRAN, SAUDI ARABIA"
BAUD TELECOM COMPANY,Baud Telcom Company,+966126918787,https://www.btc.com.sa,info@btc.com.sa,+966-920018482,"Prince Majed Street, P. O. Box: 6045, Jeddah, SAUDI ARABIA"
Bayt Al Ejada for Trading and Technology Co.,BAYT AL EJADA FOR TRADING AND TECHNOLOGY COMPANY,+966112441884,https://mhtt.sa/,info@mhtt.sa,"+966112441884, 011 244 1884, 214416647","7775 KING FAHD RD AL OLAYA 2970 RIYADH 12212, RIYADH, SAUDI ARABIA"
Bayt al Ma'lumat al 'Arabiyyah For Information Technology,BAYT AL MA'LUMAT AL 'ARABIYYAH FOR INFORMATION TECHNOLOGY,0966502619610,https://www.btech.com.sa/,,,"AL MORBI, RIYADH, RIYADH, SAUDI ARABIA"
BDTECH SOLUTION,BDTECH SOLUTION,+966543599737,https://www.bdtech-solutions.com,"dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, contact@bdtech-solutions.com","+971 55 845 0710, 33456921, 26790905, 635-8505-3391-9791, 3-9780-477, 71200017, 61747158, 14666402, 53150414429, 23371454, 60441845, 00000080, 309-7865384, 56234440, 7-2112895, 77-5633-462, 3621250335, 29178430, 14-216071924, 734527084, 526-718556732, 9392-5604-1148, 945486754, 38185301, 27757599, 82231899, 276-1246-058, 25507953, 700-8487-6366, 2545352419","BLDG 7425 AL OLAYA STREET DIST AL WOROUD, RIYADH, SAUDI ARABIA"
Beacon tracks,BEACON TRACKS,+966138646866,http://beacontracks.com/,info@beacontracks.com,+966 501 887 666,"KHOBAR, KHOBAR, AL KHUBAR, SAUDI ARABIA"
BEGINNING SOLUTIONS IT,BEGINNING SOLUTIONS IT,+966114622282,https://www.beginsols.com,"sales@beginsols.com, Sales@beginsols.com","50316316, +966 59 600 3417, 36737954, 02010100, 02010180, 42424200, 33333300, +10140-1018, +10190-1019, 268435456, 000000 100, 68455498, +966 11 462 2282","PO BOX 22159, RIYADH, SAUDI ARABIA"
Best Solutions For ICT,BEST SOLUTIONS FOR ICT,+966554336697,http://www.bsoln.com,info@bsoln.com,11 2180 008,"BUILDING NO 3177 ANAS IBN MALIK DISTRICT AL MALQA ,RIYADH SAUDI ARABIA, RIYADH, SAUDI ARABIA"
BETT AL-ANZAMA AL-RAQMI,BETT AL-ANZAMA AL-RAQMI,+966114609080,https://www.dtera.com,contact@dtera.com,,"3654 AL-UROOBA ROAD AL-WOROUD DISTRICT, BUILDING NO, RIYADH, SAUDI ARABIA"
BINARY HORIZON INFORMATION SYSTEMS TECHNOLOGY COMPANY,BINARY HORIZON INFORMATION SYSTEMS TECHNOLOGY COMPANY,+966500747097,https://www.binaryhz.com,Info@binaryhz.com,,"OFFICE # 304, 3RD FLOOR,AL JAZEERA BUILDING, CUSTODIAN OF THE TWO HOLY MOSQUES RD, ST PO BOX 3208 A, AL KHUBAR, SAUDI ARABIA"
BIRONEX HOLDING COMPANY,BIRONEX HOLDING COMPANY,+966569298622,https://bironexholding.com/,,,"OLYA STREET, RIYADH, SAUDI ARABIA"
BIT CLOUD,BIT CLOUD,0562086919,,,,"RIYADH - OLAYA 3074 STREET PRINCE MOHAMED IBN ABDU, RIYADH, SAUDI ARABIA"
BITS-BINARY INFORMATION TECHNOLOGY,BITS-BINARY INFORMATION TECHNOLOGY,+966126535553,https://www.bitsarabia.com,"info@bitsarabia.com, support@bitsarabia.com","21734839638525, 60091306066777, 972766437038302, 312468935422, +966-12-653-5553, 509822512869142, +966 12 653 5553, 781928319333467, 282246827174582","Suite 103, Block E9. EMAAR Square, King Abdullah Road, JEDDAH, SAUDI ARABIA"
blaather,BLAATHER CO,+966114617153,http://www.blaather.com/pages/default.aspx,,,"AL SULAYMANIAH, RIYADH, SAUDI ARABIA"
BLUE EDGE COMMUNICATIONS AND INFORMATION TECHNOLOGY,BLUE EDGE COMMUNICATIONS AND INFORMATION TECHNOLOGY,+966535066362,https://www.b-edgetech.com,info@b-edgetech.com,"61585828703450, +966 55 8693 195, +966 13 8355 382, 966558693195","PRINCE MUHAMMED BIMN FAHD STREET, AD DAMMAM, SAUDI ARABIA"
BLUE HORIZON ICT,BLUE HORIZON ICT,+966508883708,https://www.bluehorizon.com.sa,,,"AL ARID DISTRICT, KING ABDULAZIZ ROAD, RIYADH, SAUDI ARABIA"
Blue Networks co.,Blue Networks co.,+966551280555,https://www.bluenetworks-sa.com,,"31536000, 66666666666663","GOLDEN TERRACE GENERAL ESTABLISHMENT - GTE, RIYADH, SAUDI ARABIA"
BLUECHIP ADVANCED COMMUNICATION AND INFORMATION TECHNOLOGY COMPANY,BLUECHIP ADVANCED COMMUNICATION AND INFORMATION TECHNOLOGY COMPANY,+966506736544,https://bing.com,,"2147024882, 79234357, 1165519206, 70146349, 0088128873, 002220260629","STREET ABDULLAH BIN SAUD ISHBILIYAH RIYADH 13217 8, RIYADH, SAUDI ARABIA"
BMB SAUDI ARABIA LTD,BMB SAUDI ARABIA LTD,96612005813,http://www.bmbgroup.com,info@bmbgroup.com,"02010130, 825567871, 76467129, 02010145, 73985990, 669199968, 031007751937984, 33554432, 02010152, 31782945736434, 57434359, 02010117, 1131342218, 301102333","SHAHD INVESTMENT CENTER OFFICE #6, RIYADH, SAUDI ARABIA"
BOUABAT AL SAMA FOR INFORMATION TECHNOLOGY,BOUABAT AL SAMA FOR INFORMATION TECHNOLOGY,+966541499909,https://www.skygates.sa,info@skygates.sa,"0547183010, 99999999999999, 99999999999996","23446 KING FAHAD BRANCH ROAD AR RABWA DIST JEDDAH, JEDDAH, SAUDI ARABIA"
BRANCH OF COMPUROOTS NETWORKS AND INFORMATION TECHNOLOGY COMPANY,BRANCH OF COMPUROOTS NETWORKS AND INFORMATION TECHNOLOGY COMPANY,+966561632922,https://compuroots.com/,,"+2 01012773807, 966540057709","AL NADA DISTRICT, RIYADH, RIYADH, SAUDI ARABIA"
Branch of Waseela for Technology,BRANCH OF WASEELA FOR TECHNOLOGY,+966545267535,https://www.waseela.com,,"536870912, 23000000","OLAYA STREET, RIYADH, SAUDI ARABIA"
BRANCH OF X A V EXPERTS AUDIO VISUAL EQUIPMENT & ACCESSORIES TRADING & INSTALLATION,BRANCH OF X A V EXPERTS AUDIO VISUAL EQUIPMENT & ACCESSORIES TRADING & INSTALLATION,+966547625863,https://www.av-xperts.com,sales@av-xperts.com,"50 329 6520, 54 762 5863","PRINCE TURKI ABDULAZIZ AL AWWAL RIYADH AR RIYAD, RIYADH, SAUDI ARABIA"
BRIGHT FIBER,BRIGHT FIBER,+966554225752,https://www.brightfiber.co,info@brightfiber.co,"9 464 464 464, 93823156, 961 192 192, +966-55-243-2553, 0 0 384 512, +966552432553, 0 0 448 512, 0 0 512 512","DAMMAM, ALMANAR DIST ABDULRAHMAN IBN AOUF, AD DAMMAM, SAUDI ARABIA"
BRIGHT GATE COMPANY,BRIGHT GATE COMPANY,+966545464009,https://www.brightgates.com,,,"GHIRNATAH DISTRICT DAMMAM BRANCH STREET, BUILDING 3329, RIYADH, SAUDI ARABIA"
Business City LLC,Business City LLC,+966112531555,https://bc.com.sa,Sales@bc.com.sa,0112531555,"QP955W6 IMAM SAUD BIN ABDULAZIZ BIN MOHAMMED RD AT, RIYADH, SAUDI ARABIA"
BUSINESS MANAGEMENT COMPANY LTD BMC,BUSINESS MANAGEMENT COMPANY LTD BMC,+966114790689,https://www.bmc.com.sa,,,"IHSAA STREET, RIYADH, SAUDI ARABIA"
BUSINESS SPACE COMPANY LTD,BUSINESS SPACE COMPANY LTD,+966538079368,https://bsnspace.com,info@bsnspace.com,,"PRINCE MAMDOUH IBN ABDULAZIZ STREET, AL SULIMANIYAH DIST, RIYADH, SAUDI ARABIA"
BYTE GUARD,BYTE GUARD,+966564262164,https://www.bgtecsa.com/,info@bgtecsa.com,009-665-3157-4733,"JEDDAH - AL NAHDA DIST - AL SAFA ST, JEDDAH, SAUDI ARABIA"
CADEN TELECOM,CADEN TELECOM,+966500473730,https://www.cadentel.com,sales@cadentel.com,"+971 50 352 2460, 999999999, +966 54 132 9710, +962 79 723 6942","RIYADH, RIYADH, SAUDI ARABIA"
CAPITAL INFORMATION TECHNOLOGY SYSTEM EST.,CAPITAL INFORMATION TECHNOLOGY SYSTEM EST.,+966546661089,https://www.capital.net.sa,info@capital.net.sa,"13-896-0890, 3333333333","AL-KHOBAR PRINCE BADAR STREET, AL KHOBAR, SAUDI ARABIA"
CCDS,CCDS,+966112388882,https://www.ccds.ws,info@ccds.ws,"7647058823529, 1 (149020789, +966112388882, +96824476212, 76470588235294, 0588235294118, 4117647058824, 64705882352941, 3529411764706, 88235294117647, +968 94984840","ALRABEA TOWER, RIYADH, SAUDI ARABIA"
Cegelec Network & Security Systems,CEGELEC NETWORK & SECURITY SYSTEMS,+966569968805,https://www.axians.com/,,"820053 100, 666666667, 31536000","SUMU TOWER 4TH FLOOR-PRINCE TURKY STREET AL YARMOUK, AL KHUBAR, SAUDI ARABIA"
Cipher Company for Cybersecurity,CIPHER COMPANY FOR CYBERSECURITY,+966112423333,https://cipher.com.sa,"info@cipher.com.sa, nurellden@gmail.com","+966 11242 3333, 00000057","BUSINESS GATE, RIYADH, SAUDI ARABIA"
CIRROBITFORT COMPANY,CIRROBITFORT COMPANY,+966550868027,https://www.cirrobitfort.com,sajed@cirrobitfort.com,+966 55 086 8027,"KINGDOM TOWER 28TH FLOOR KING FAHAD ROAD OLAYA RIY, RIYADH, SAUDI ARABIA"
CITY NETWORKS,CITY NETWORKS,+966112922250,https://shabakath.com,sales@shabakath.com,,"2C AL DANA CENTER, MALAH, SAUDI ARABIA"
Clarity Of Vision Information Technology,CLARITY OF VISION INFORMATION TECHNOLOGY,+966112013530,https://cov.sa,info@cov.sa,"176470588235294, 14159265359, 28318530718, 00966114536719, 411764705882353","AL ULAYA STREET, RIYADH, SAUDI ARABIA"
Clear Vision,Clear Vision,+966535397995,https://www.clearvision.com.sa,info@clearvision.com.sa,,"PRINCE SULTAN, WITH, AL-MAATHER AL-SHAMALI, RIYADH, SAUDI ARABIA"
clever solutions for communication co,clever solutions for communication co,+966112224999,https://www.cleversolutions.sa/,"88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com","40127106, 23371454, 38185301, 14666402, 2545352419, 555989583333336, 9013671875, 27757599, 73958969116211, 860000000000001, 34635416666667, 50390625, 1-9685588, 8010862883, 26616003, 54917330766, 82231899, 17-4843-458, 14467716217041, 121419270833336, 25581741333008, 237261076721319, 945486754, 538485209147137, 5053144538958, 3-5495-4361, 85072835286458, 458914-8048, 521484375, 88773854573569, 03356552124023, 6282146654, 9392-5604-1148, 554036458333332, 96712239583333, 022860209147137, 25507953, 77430979410808, 10185194015503, 81366093953451, 61747158, 82931137084961, 311342636744182, 48-96791677, 53150414429, 18666585286458, 700-8487-6366, 900000000000002, 98697916666667, 249999999999998, 3-5420-9568, 22106552124023, 661751122267, 9584-775920339, 45197041829427, 29178430, 797743320465088, 60441845, 842593828837078, 4773-9820-922, 77922948201497, 25924-5664, 516857213, 54160040, 819446563720703, 6446787516276, 95516767, 2147483648, 4-9973-682, 276-1246-058, 940104166666666, 2-5350-6322-487, 71200017, 443238808, 52317746480306, 2236696879069, 345716451, 131077448527016, 33456921, 2147483647, 26790905, 6631965637207, 94473845, 37500317891439, 635-8505-3391-9791, 56234440, 7-2112895, 44589614868164, 51996739705404, 11256281534831, 509260495503744, 531870-0413, 85330073038737, 309-7865384, 99652989705403, 313151041666666, 734527084, 168144861857094, 26388994852702, 00000080, 14-216071924, 422482490539553, 998845418294266, 94054465, 9460-0814554, 040000000000003","8918 OTHMAN BIN AFFAN - AL WAHAH DISTUNIT NO 203 R, RIYADH, SAUDI ARABIA"
CLOUDMATES,CLOUDMATES,+966556516766,https://www.cloudmates.me/,"c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, hello@cloudmates.me, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com","71-525908938, 606-267994, 3537389287, 3396465136, 23371454, 84-072604939, 60441845, 8-2311-451, 94204878, 0049914375, 7-2112895, 29178430, 12472627565, 3372578893, 38185301, 547129737, 706586722, 02233374943, 49139426, 798808028, 83885246, 00023225876, 2147483648, 701364023, 1-4483-870, 61747158, +61-0468917552, 14666402, 9-0293-490, 8-4048-8897, 714371833, 742789514, 9460-0814554, 309-7865384, 56234440, 9-8085-415, 8-0531-426, 14-216071924, 74290729, 1-9685588, 9392-5604-1148, 945486754, 10857625-1711-489, 0-1475-2487, 27757599, 81684214920, 98319004, 24-8456-845768, 26109-514, 34725111, 45348643784, 2545352419, 2305195801, 830-03459639, 26790905, 8-4942-9787, 5053144538958, 78431639, 15396787, 25924-5664, 15293875, 52027028465, 95729330, 03832081, 32205379, 7-8242323, 3-5420-9568, 387601325, 63817575, 1499856979270, 25507953, 217985510, 7358-5563-414, 2015960785, 502174924, 7645763947, 815198092, 33456921, 635-8505-3391-9791, 71200017, 00000080, 19009198, 14409595, 3122-4351-878, 79082550, 2352141355, 439916890, 00648892410, 9900000095367, 8933820567, 76359954, 734527084, 866301160, 076-4753-8303, 83365509, 224341589, 276-1246-058, 68843882, 700-8487-6366, 3099934109","7273 AL SULAYMANIYAH DISTRICT, RIYADH, SAUDI ARABIA"
ComCrafts,COMCRAFTS,+966126612305,https://comcrafts.net/,,0950635027,"PO BOX 11020, JEDDAH, SAUDI ARABIA"
COMLAB COMPANY FOR INFORMATION TECHNOLOGY,COMLAB COMPANY FOR INFORMATION TECHNOLOGY,+966126570150,https://www.comlabtech.com,comlabsaudi@gmail.com,"2-4030-877, 999999999, 75239090, 28-4446-883, 70996659, 77-6532-4591, 966539049985, +966539049985, 8-8496-7606","KALED BIN WALEED, AL SHARAFIYAH DIST, JEDDAH, SAUDI ARABIA"
COMPANY AFAQ DIGITAL INFRASTRUCTURE,COMPANY AFAQ DIGITAL INFRASTRUCTURE,+966594197929,https://adi.sa/,Info@adi.sa,"37 211 102, 96 165 250, 192 132 252, 148 163 184, 226 232 240, 248 113 113, 255 255 255, 100 116 139, 74 222 128, 87 181 231, 59 130 246, 18 140 126, 30 170 231","AL BIHAR ST - KING SALMAN DISTRICT, RIYADH, SAUDI ARABIA"
COMPANY AJNIHAT ALNAJAH,COMPANY AJNIHAT ALNAJAH,577861815,https://www.alnajahksa.com/,,"9999999999, 2147483647, 3914409583, 98071535, 5-9456-976166, 2143122602, 2492412357","7505 AL OLAYA 2222 AL OLAYA DIST, RIYADH, SAUDI ARABIA"
COMPANY AL MAJAL LAKHDHAR FOR CYBER SECURITY,COMPANY AL MAJAL LAKHDHAR FOR CYBER SECURITY,+966535483097,https://www.greenzone.tech,"info@greenzone.tech, sales@greenzone.tech, support@greenzone.tech","+966535483097, 999999999, +971-4-555-0123, +964-1-987-6543, +971529920296, +966 535483097, +966-11-123-4567, +964780 985 4065","2975 PRINCE AHMAD IBN ABDULAZIZ, RIYADH, SAUDI ARABIA"
COMPANY AL MENTAQA ALTHAMNEH FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,COMPANY AL MENTAQA ALTHAMNEH FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,0555672433,https://oktazone.com,,,"12333 RIYADH, RIYADH, SAUDI ARABIA"
COMPANY ALMOAYED ALAALAMIA ALKHASSA LTD,COMPANY ALMOAYED ALAALAMIA ALKHASSA LTD,+966509687089,https://www.almoayedgroup.com/,,+973 17 828 828,"7446 AL-KHABR, 34441-4456, AL KHUBAR, SAUDI ARABIA"
COMPANY ASIAR FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,COMPANY ASIAR FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,+966560560222,https://www.asyar.com,Info@asyar.com,"1-4483-480, 715941921, 912094172127, 12698028, 628-4102-428","7563 PRINCE MOHAMMED IBN SAAD ROAD, ALMALQA DI, RIYADH, SAUDI ARABIA"
COMPANY BARMAJIAT ARAB FOR INFORMATION TECHNOLOGY,COMPANY BARMAJIAT ARAB FOR INFORMATION TECHNOLOGY,+966507003739,https://arabprog.sa/,mmanwerkeen@gmail.com,"228042144, 71665843, 493060703, 19881205","PRINCE MUHAMMED IBN ABDULAZIZ BRANCH, JEDDAH, SAUDI ARABIA"
COMPANY FADAA AL WASEA FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,COMPANY FADAA AL WASEA FOR COMMUNICATIONS AND INFORMATION TECHNOLOGY,+966549014666,https://WWW.Octa-s.com,,"33333333, 8571428571, 66666667, 666666666666668, 6666666667, +10190-1019, 23198754, 3333333333, 23212529, +10140-1018","AZIZIYA BUSSINESS CENTER AL AMN AL AM STREET, JEDDAH, SAUDI ARABIA"
COMPANY FUTURE TECHTRENDZ,COMPANY FUTURE TECHTRENDZ,0535398660,https://www.techstrendz.com/,info@techstrendz.com,"10422779, 323620764400430, 0561657087, +966535398660, 45001-2018, 0535398660, 0115126975","KING FAISAL BIN ABDULAZIZ AL SAUD ROAD, RIYADH, SAUDI ARABIA"
Company Nabdah For Information Technology,COMPANY NABDAH FOR INFORMATION TECHNOLOGY,+966115122025,https://nabda.com.sa,,"999999999, +966 56 417 3263, +966 11 512 2024, 31536000, +966 11 512 2025, 99999999","RIYADH, RIYADH, SAUDI ARABIA"
COMPANY NUMO HIGHER TRAINING,COMPANY NUMO HIGHER TRAINING,+966551040265,https://www.numo.sa,,"3116146097, 1010870912","DAR DINAR STREET, RIYADH, SAUDI ARABIA"
COMPANY RATTAM AL SHARQ LATSALAT WATGINEE MAALOUMAT,COMPANY RATTAM AL SHARQ LATSALAT WATGINEE MAALOUMAT,+966114006390,https://www.retaam.com,info@retaam.com,"+966-11-400-6390, +966 11 400 6390, 966114006390","7003 AL-RAYYAD, RIYADH, SAUDI ARABIA"
COMPANY SAHABEH SHABKAT FOR INFORMATION TECHNOLOGY,COMPANY SAHABEH SHABKAT FOR INFORMATION TECHNOLOGY,+966593208700,https://cloudnts.com/,"info@cloudnts.com, gaber@cloudnts.com","00000026, +966593208700, +966593209050","3599 AL OLAYA DIST, RIYADH, SAUDI ARABIA"
COMPANY SQUARE INCH,COMPANY SQUARE INCH,+966534716496,https://www.forgetech.sa,info@forgetech.sa,"05499257796, 40640077, 3481100895, +966 56 746 5664, 00000057, 85714285714286","ABBAS IBN SIDDIQ, AL REHAB, JEDDAH, SAUDI ARABIA"
Computer and Software Commercial Center Company,COMPUTER AND SOFTWARE COMMERCIAL CENTER COMPANY,+966558833033,https://www.compusoftme.com,"training@compusoftme.com, info@compusoftme.com, sales@compusoftme.com","134217728, +966 920004911, +966 13 814 4753, 02010100, 31536000, 26214900, 00000087, 255 255 255, +966 11 476 9400, 00000038, +966 12 665 7647, 00000057","Khaldiya, King Abdulaziz Road, Port Gate Bldg., Gate 2, 2nd Floor, Office 45, AD DAMMAM, SAUDI ARABIA"
COMPUTER DIAGNOSTIC CENTER,COMPUTER GENERATIONS,+966126516639,https://www.cdc-sa.com,,,"JEDDAH AL-SHARAFIEAH, JEDDAH, SAUDI ARABIA"
Computer World International Co. LTD W.L.L.,COMPUTER WORLD INTERNATIONAL COMPANY LTD WLL,+966138454130,https://www.cwbah.com/ksa/,communique@cworldintl.com,"966 13 8970128, 34441-8264, 87084115","20 AL HUGAYAT TOWER, AL KHOBAR, SAUDI ARABIA"
Consolidated Telecoms,CONSOLIDATED TELECOMS,+966122619667,https://www.ctelecoms.com.sa,info@ctelecoms.com.sa,"+966 12 261 9667, +966 12 2619843, 60672726","MUHAMMED BIN ABDULAZIZ STREET, JEDDAH, SAUDI ARABIA"
CONSTRUCTIVE SOLUTIONS ESTABLISHMENT,CONSTRUCTIVE SOLUTIONS ESTABLISHMENT,+966545765499,https://www.consolcit.com.sa,info@consolcit.com.sa,"+966 566650069, +966 561318989","UM ALMUMENEEN HABEEBAH STREET, JEDDAH, SAUDI ARABIA"
CONTINUOUS INFORMATION TECHNOLOGY SUPPORT-CITS,CONTINUOUS INFORMATION TECHNOLOGY SUPPORT-CITS,+966544048271,https://cits.sa,info@cits.sa,+966 544 048 271,"SOUDAH BINT ZAMAAH STREET, KING FAISAL, RIYADH, RIYADH, SAUDI ARABIA"
CONTROL FIELD FOR INFORMATION TECNOLOGY,CONTROL FIELD FOR INFORMATION TECNOLOGY,554527626,https://www.controlfield.sa,,6666666667,"ABDULLAH BN KHAMIS , AL-SAHAFA DIS RIYADH, RASA3065, RIYADH, SAUDI ARABIA"
CONVERGED GENERATION COMMUNICATIONS COMPANY CGC,CONVERGED GENERATION COMMUNICATIONS COMPANY CGC,+966112939680,https://www.cgc-sa.com,,000000 100,"KING ABDEL AZIZ STREET INTERSECT WITH UROUBEH STREET, RIYADH, SAUDI ARABIA"
Convergent Technology Est.,CONVERGENT TECHNOLOGY EST,+96638479333,https://www.ctechsa.com,info@convergent.sa,,"DELMON TOWER, PRINCE SULTAN STREET, KHOBAR, SAUDI ARABIA"
CONVERGINT INFORMATION TECHNOLOGY COMPANY LLC,CONVERGINT INFORMATION TECHNOLOGY COMPANY LLC,+966114722259,https://www.convergint.com/,,"68118008, 30588921, 68117477, 68116889, 66666666666667","3465 PRINCE MOHAMMED IBN SALMAN IBN ABDULAZIZ ROAD, RIYADH, SAUDI ARABIA"
Counterpoint for Telecom and IT Co (CPTIT),Counterpoint for Telecom and IT Co (CPTIT),+966562894585,https://www.cpt-it.com,salesadmin@cpt-it.com,+966 112 455 503,"NORTHERN RING ROAD, RIYADH, SAUDI ARABIA"
CRYSTAL INTERNATIONAL TECHNOLOGY COMPANY,CRYSTAL INTERNATIONAL TECHNOLOGY COMPANY,+966114856237,https://www.crystaltech.sa,,"569389004285684, 10000000, 593034631962, 126278780, 3861576453, 31536000, 384781909082","2599 NORTHERN RING ROAD AL TAAWUN DISTRICT TAAWUN HILLS, 12477, RIYADH, SAUDI ARABIA"
Crystal Networks Saudi Arabia Ltd.,Crystal Networks Saudi Arabia Ltd.,+966501177611,https://www.crystalnetworks.me,Info@crystalnetworks.me,"+966 11 248 0208, 966535454552, 251663040, 20971520, +966 55 507 7467, 00000057, 99999999","OFFICE 101, KHAYAT CENTER, JEDDAH, SAUDI ARABIA"
CRYSTAL TECHNOLOGY SOLUTIONS,CRYSTAL TECHNOLOGY SOLUTIONS,+966590021240,https://www.crystaltech-mea.com,"needhelp@company.com, info@crystaltech-mea.com","+20 100 170 8083, 790584092","13342 ABI AL QASIM ABDULRAHEEM AL ARID DISTRICT, RIYADH, SAUDI ARABIA"
Cubit Technologies Co Ltd,Cubit Technologies Co Ltd,+966542849949,https://cubittechnologies.com,info@cubittechnologies.com,"666666666667, 3333333333333, +971 4305 7888","OLAYA STREET, RIYADH, SAUDI ARABIA"
CXP,CXP,+966565654326,https://home.cxp.sa,,,"7036 SAIYDA, 2487, RIYADH, SAUDI ARABIA"
CYBER INFRASTRUCTURE SOLUTIONS,CYBER INFRASTRUCTURE SOLUTIONS,+966504676862,https://www.cisinfosec.com,info@cisinfosec.com,"9999999999, 347826087, 50-467-6862, 00000057, 85714285714286","ABDULLAH BIN HANI STREET, JEDDAH, SAUDI ARABIA"
CYBERSHELTER INFOSEC SOLUTIONS,CYBERSHELTER INFOSEC SOLUTIONS,+966592480019,https://www.cybershelter.com,info@cybershelter.com,"+971501146930, 9999999999","7783 IBN KATHEER STREET, RIYADH, SAUDI ARABIA"
DALIL INFORMATION TECHNOLOGY COMPANY,DALIL INFORMATION TECHNOLOGY COMPANY,+966537111447,https://daliltech.sa,,"81531715, 999999999, 56 163 175, 255 255 255, 21753802","OSUS TOWER, KING SALMAN RIYADH KSA, RIYADH, SAUDI ARABIA"
DAM ALHOLOOL,DAM ALHOLOOL,+966556689265,https://www.que.com.sa,,"10244402551, 317 208 209, 966556689265, 54-71-144-144, 0 0 512 512, 0 0 448 512, 94730671, 23215341, 53732993, 59-112 112, 2 336 163 284, 66 54 112 120","6556 AL THOUMAMAH ROAD, RIYADH, SAUDI ARABIA"
DAMAN SECIALAIZE CONTRACTING,DAMAN SECIALAIZE CONTRACTING,+966564805424,https://www.damanc.com,,0564805424,"8090 KING FAHAD BRANCH, RIYADH, SAUDI ARABIA"
