partner_name,site_name,site_phone,web_addr,extracted_emails,extracted_phones,address
HONEYWELL IDS,AUTOMATION AND CONTROL SOLUTIONS LTD,002349138850000,https://www.honeywell.com,,"+1-704-627-6200, 14800202, 2147483646, 743148289, 15086884, 6666666667, 2147483647, 2147483645, +1-800-582-4263, 3333333333","UNIT 334A AND 334B REGUS MULLINER TOWERS, 39 ALFRED REWANE ROAD, IKOYI,, LAGOS, NIGERIA"
HUTCHLAM SERVICES LTD,HUTCHLAM SERVICES,+2347063398744,https://www.hutchlamservices.com,helpdesk@hutchlamservices.com,"44509973, 167515794, 00000000","33, KOFO ABAYOMI STREET, VICTORIA ISLAND, LAGOS, NIGERIA"
IBM West Africa Limited,IBM West Africa Limited,0,https://www.ibm.com/,xxx@ccc.com,"65690054, 79638672, 23730469, 78434066, 16910807, 62057448, 75549451, 596 352 352, 87890625, 30861723, 76-352-352-352, 6666666667, 27855711, 44994876, 90981323, 96549479, 00756896, 98155416, 35671343, 86863552, 16-224-224-224, 89285714, 10058594, 30906593, 28417969, 71543086, 39276754, 67773438, 06279225, 15894819, 03466797, 97596154, 73282967, 44921875, 00515316, 08496094, 20089157, 07861328, 91666667, 03613281, 19033135, 78945132, 11914062, 24394133, 86372745, 67087912, 34314684, 430496588, 51903808, 99641927, 74902344, 36490885, 92687249, 17234469, 92480469, 596 352-352 352, 08121745, 88888889, 96993988, 146001191, 85192607, 01905934, 41040565, 52320968, 31396126, 74445187, 86845682, 80769231, 1039368403, 40497253, 69624849, 56940659, 99072266, 35791016, 14054034, 96259185, 45078007, 08483634, 24739583, 59318637, 81162325, 03955078, 06212425, 29458918, 22981771, 1159259241, 57362637, 74549098, 75692636, 040 0 288 128, 42366536, 46289063, 42994505, 46092184, 92134269, 65531062, 95591182, 14697266, 10986328, 22645291, 67735471, 64241446, 2147483647, 23273155, 45488824, 51636607, 52063574, 89176432, 24862637, 88673407, 95947802, 97753906, 4879956390802, 32958984, 29676019, 23246493, 45166016, 47127921, 51464844, 19402985, 0 0 1024 1024, 81771088, 73918396, 14941406, 75551102, 84879557, 93538411, 99703014, 68 160 160, 96055773, 61813187, 67529297, 76785714, 56054688, 39796911, 83691406, 942-288-288-288, 65104167, 76815149, 440609733, 446952913, 39491758, 65155707, 92220052, 404 0-352-157, 38019929, 308-128 128-128, 73939861, 25-416 416-416, 69930609, 17046703, 83767535, 03784481, 81088809, 91137831, 11072028771, 76285807, 67947802, 37483724, 90781563, 23388672, 31796703, 74824176, 596-352 352-352, 66065464, 76866813, 20719401, 25 416 416, 83049451, 058 0 288-128, 89306641, 17285156, 57291667, 77977302, 24720677, 66145717, 10649455, 404 0 352 157, 18353373, 50488281, 78571429, 55810547, 40154339, 14579158, 96845644, 308-128-128, 20532227, 86035156, 00684547, 942 288-288, 04427083, 56041124, 27922512, 77995172, 191485972, 06141493, 23112892, 74602266, 61411712, 18837675, 78889974, 08131378, 76757812, 81282775, 02065242, 05263158, 58729384, 88589011, 058 0-288 128, 96796332, 33203125, 89794922, 12158203, 36979167, 37087912, 01985677, 78522567, 07972656, 84912109, 54375418, 16232465, 26074219, 60725911, 59445055, 08024089, 35839844, 410864984, 99131597, 34161247, 1069499076, 64261857, 65136719, 78401693, 60714286, 74348697, 22802734, 33066132, 76703407, 92936198, 52117789, 00211589, 34535738, 75600879, 18570474, 00846354, 15430862, 477341867, 596-352-352, 13043478, 24937143, 04817708, 96 288 288, 70758183, 63671875, 37792969, 308 128-128 128, 01381978, 71614583, 57417582, 72802734, 596-352-352-352, 81028724, 66113281, 93055219, 17529297, 942 288 288 288, 77853973, 85839844, 596-352 352, 65066559, 999999999, 7777777778, 93522135, 942-288 288, 30408374, 3333333333, 29701063, 308 128 128, 09082031, 43086172, 10302198, 41482966, 02805611, 00927734, 14648438, 75830078, 99886068, 89257813, 86760201, 24820964, 45303631, 57153195, 13873626, 54931641, 32457143, 99273901, 20800781, 08577474, 55082418","Africa Re Building - 7th Floor, Plot 1679, Karimu Kotun Street, LAGOS, NIGERIA"
ICECUBE TECHNOLOGIES LTD,ICECUBE TECHNOLOGIES LTD,+2348036966079,https://www.icecubetech.com,info@icecubetech.com,"+234 806 400 1708, +234 802 914 0282","5 AGBOOLA AINA STREET, OFF TOYIN STREET, IKEJA, NIGERIA"
Incognito Algorithms Ltd,INCOGNITO ALGORITHMS LTD,+23414602496,,,,"28 EMINA CRESCENT OFF TOYIN STREET, LAGOS, NIGERIA"
Infinite Gold LTD,INFINITE GOLD LTD,+2349086803779,https://www.infinite-gold.com,info@infinite-gold.com,,"235, IGBOSERE RD LAGOS ISLAND, LAGOS, LAGOS, NIGERIA"
INFINITY GLOBAL TECHNOLOGY,INFINITY GLOBAL TECHNOLOGY,+2348126506619,https://www.infinityglobaltechng.com,,036225957,"BLOCK 10, LENNOX MALL, 2&3 ADMIRALTY WAY, LEKKI PHASE 1, LAGOS, NIGERIA, LEKKI, NIGERIA"
INTELSOFT TECHNOLOGY PARTNERS LTD,INTELSOFT TECHNOLOGY PARTNERS LTD,+2348166202044,https://www.intelsoftgroup.com,,"31536000, 45113361","4 TAIWO ISHOLA STREET, LEKKI PHASE 1 LAGOS, 6B, ADENIYI JONES AVENUE, IKEJA LAGOS NIGERIA, LAGOS, NIGERIA"
Interswitch Limited,Interswitch Limited,+2341683888,,,,"1648c Oko-Awo Street, Victoria Island, Lagos, NIGERIA"
IT HORIZONS LTD,IT HORIZONS LTD,+2348189039359,,,,"9B AKIN OGUNMADE DAVIES CLOSE, GBAGADA PHASE 2, LAGOS, NIGERIA"
ITStack Limited,ITSTACK LTD,+2348035523708,https://itstacklimited.com,hello@itstacklimited.com,"9718309859, 6666666667, +234-1-448-9288, 214285714285714, 4084507042, 0629256765, 2222222222, 0526315789, 4117647059, 7692307692, 1333333333, 33333333, 7333333333, 18510473, 251068444, 8333333333, 5333333333, 0769230769, 55319149, 333333333333333, 3076923077, 18741230, 5294117647, 071428571428571, 0909090909, 5263157895, 7142857143, 73913043, 666666666667, +234-809-8238121, 3533333333, 9090909091, 4666666667, 0666666667, 28571429, 66666667, 2816901408, 4705882353, 6923076923, 5384615385, 18777718, 4166666667, 3846153846, 8421052632, 3157894737, 5352112676, 18794368, 0454545455, 6901408451, 5789473684, 4615384615, 5833333333, 8450704225, 1267605634, 1176470588, 833333333333333, 5633802817, 2666666667, +234-1-4489288, 8181818182, 00000001, 85714286, 3529411765, 3571428571, 1052631579, 14285714, 2631578947, 5454545455, 0833333333, 2941176471, 3684210526, 2307692308, 3541666667, 2727272727, 42857143, 333333333333, 0866666667, 18705605, 6153846154, 18670031, 7894736842, 7777777778, 5882352941, 2352941176, 3333333333, 666666666666667, 77777778, 443227 100, 2866666667, 0588235294, 2535211268","7TH FLOOR, MULLINER TOWERS,, 39, ALFRED REWANE ROAD,, LAGOS, NIGERIA"
ITUNE INTERNATIONAL TECHNOLOGY,ITUNE INTERNATIONAL TECHNOLOGY,+2347063992117,https://www.ituneintl.com.ng,info@ituneintl.com.ng,"+234 906 097 9730, +234 706 399 2117","MURTALA MUHAMMED HIGHWAY, SUITE 11, VENETIAN MALL, CALABAR, NIGERIA"
JEME TECHNOLOGIES NIGERIA LTD,JEME TECHNOLOGIES NIGERIA LTD,+2348023082762,https://jemetechnologies.com/,info@jemetechnologies.com,"959999084472656, 7333993-8884483, +2348023082762, 999999999, 0484562807","1 LAKOTA STREET, WUSE ZONE 2, ABUJA, NIGERIA"
JETLINK LIMITED,JETLINK LTD,234808586357,https://www.jetlinkng.com,"abuja@jetlinkng.com, p_harcourt@jetlinkng.com, sales@jetlinkliberia.com, info@jetlinkng.com, enugu@jetlinkng.com, sales@jetlinkng.com, info@jetlinkliberia.com, info@jelinkghana.com, sales@jetlinkghana.com","+234 8086583848, 68905250, +231 887222999, +233 302 766 654, +234 8023288880, +234 8086582079, +234 08086572863, +231 888 730000, +234 08086571362, +234 8086570117, 08086583848, 08086578161","PLOT 115 BLOCK 18 T.F. KUBOYE STREET, Lekki Peninsula Scheme 1, LEKKI, NIGERIA"
Jevi Austin International Company Limited,JEVI AUSTIN INT'L COMPANY LTD,+2348157137861,,,,"NO 9 MARKET ROAD RUMUOMASI, PORT HARCOURT, NIGERIA"
Jumken International Ltd,JUMKEN INTERNATIONAL LTD,+2348082315570,https://www.jumkenltd.com,info@jumkenltd.com,"999999999, +234 808 231 5570","SUITE 04 UM PLAZA, DURUMI DISTRICT 1, AREA 1,, ABUJA, NIGERIA"
Kyma Wave Solutions Ltd,Kyma Wave Solutions Ltd,+2348053879787,,,,"7 Olabisi Osho st,, Soluyi, Gbagada, Gbagada, NIGERIA"
LAYER3 LTD,LAYER 3,+2347000529373,https://www.layer3.com.ng,,,"5th Floor, IGI House, 3 Gwani Street, Zone 4, Wuse, 3 Gwani Crescent, Off IBB Way, Abuja, NIGERIA"
LIMITLESS TECHNOLOGIES,LIMITLESS TECHNOLOGIES,+2348037602610,https://www.limitlesstechng.com,info@limitlesstechng.com,"+234 80 3760 2610, +234 201 448 9212","7TH FLOOR, MULINER TOWERS, 39 ALFRED REWANE WAY, IKOYI, LAGOS, NIGERIA"
LIQUID INTELLIGENT TECHNOLOGIES,LIQUID INTELLIGENT TECHNOLOGIES,+2348083045665,https://www.liquid.tech,,2147483640,"6TH FLOOR, LANDMARK TOWER, ONIRU, LEKKI, LAGOS, LEKKI, NIGERIA"
LUMENAVE INTERNATIONAL LIMITED,LUMENAVE INTERNATIONAL LTD,+23412706358,http://www.lumenave.com,informict@lumenave.com,"+23470058636283, 8811572897","BENDEL CLOSE OFF BISHOP ABOYADE COLE STREET 6B, VICTORIA ISLAND,LAGOS STATE, NIGERIA"
M Technology Solutions Ltd,M-TECH SOLUTIONS,+2348033130640,https://www.mtechng.com,,,"18A OLU HALLOWAY STREET FORMERLY TEMPLE RD, IKOYI, LAGOS, NIGERIA"
Mainone Cable Company,MAINONE CABLE COMPANY,+23413422000,https://www.mainone.net,info@mainone.net,"00000057, 02010100, 10844684247, 99999999999999, 99999999999997, 03071200, 999999999999986, 99999999999998, +234 700 624 6663, 00000000000002, 24448600, 24448666, 00000000000013, 85714285714286, 2018777744","FABAC CENTER, 3B LIGALI AYORINDE ST, VICTORIA ISLAND, NIGERIA"
Malton Technologies Limited,MALTON TECHNOLOGIES LTD,+2349096558417,https://www.maltontech.com,info@maltontech.com,"777444222, 77744313, 776230115, 77744410, 17853678633, 777443905, +234 909 655 8417, +2349096558417, 77744379, 777443279, 777443763, +234 909 655 8418, 77608543, 777443428, 77744363","99 OPEBI ROAD, VALLEY VIEW PLAZA, IKEJA, NIGERIA"
MANIFOLD COMPUTERS LIMITED,MANIFOLD COMPUTERS LTD,+23412120313,https://www.manifoldcomputers.com,reachus@manifoldcomputers.com,+234 913 079 8419,"22 AWOYEMI CLOSE OGUNLANA DRIVE, OFF OYEKAN ROAD, SURULERE, NIGERIA"
Meed Networks,MEED NETWORKS,+23492918976,https://www.meednetworks.com,info@meednetworks.com,"+234) 803 407, 09 291 8976, +234) 805 560","NO 34 BURUNDI STREET OFF DAMBIA STREET, WUSE ZONE 5, ABUJA, NIGERIA"
MicroAccess Ltd,MICROACCESS LTD,+23494602000,https://www.microaccess.com,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,"4059096355024, 27757599, 989999771118, 94109966, 753-5845-4823, 99438757, 7-2112895, 2545352419, 4-1304-4711, 14409595, 11111111111, 1499936284098, 076-4753-8303, 44365139, 76860947241, 379065302, 566711220931314, 40408760, 9916-234506696, 2099-5508-450, 81334661, 0852016229, 19501531, 9392-5604-1148, 42-9163309953, 27688124838, 427790500, 29178430, 88-9288338191, 43323795, 635-8505-3391-9791, 36104000, 33456921, 92417530-056, 700-8487-6366, 71200017, 27448099, 56234440, 58886456, +234 9 4602000, 2147483648, 1268611-4688, 061438749, 74290729","7 DURBAN STREET, OFF ADETOKUNBO ADEMOLA CRESCENT WUSE II, ABUJA, NIGERIA"
Microforce Nigeria Limited,MICROFORCE NIGERIA LTD,+2348036966079,https://www.microforce.xyz,info@microforce.xyz,"+234 806 400 1708, +234 802 914 0282, 2000000000","PLOT D95 LANDBRIDGE AVENUE, ONIRU, VICTORIA ISLAND, LAGOS, NIGERIA"
Modern Logistics Services Limited,Modern Logistics Services Limited,+2347063778524,https://www.modernlogistics.com.ng,info@modernlogistics.com.ng,"23198754, 23787878, 8571428571, 6666666667, +234 805 540 4765, 3333333333","22 KING GEORGE V ROAD, 1ST FLOOR, ONIKAN, NIGERIA"
Multicore Limited,MULTICORE LTD,+2348036300582,https://www.multicoreltd.com,,,"57, ADEBAYO MOKUOLU STREET, ANTHONY, LAGOS, LAGOS, NIGERIA"
Multitek Data Systems Limited,Multitek Data Systems Limited,+2348032034053,https://www.multitekgroup.com,"info@multitekgroup.com, sales@multitekgroup.com","+234 809 563 3300, +27 73 364 9877, +27 11 039 2458, 0809-563-1110","4C Nzimiro Road, Old GRA, Port Harcourt, NIGERIA"
NAPET Telecommunication Limited,NAPET TELECOMMUNICATIONS LTD,+2348067324162,https://napet.nnpcgroup.com,napetinfo@nnpcgroup.com,"+234-9062821523, +234-9-460-8610","1ST FLOOR, MUKHTAR EL-YAKUB PLACE,, CENTRAL BUSINESS DISTRICT,, ABUJA, NIGERIA"
NEC West Africa Limited,NEC WEST AFRICA LTD - NIGERIA,+2349062834949,https://www.nec.xon.co.za,,123149466,"31 VONO ROAD, ILUPEJU/MUSHIN, LAGOS, NIGERIA"
Negotium Processus Integration Technologies Limited,Negotium Processus Integration Technologies Limited,+2348056144067,https://www.npitl.com,,194738515,"2ND FLOOR, PROVIDENCE HOUSE, LEKKI PHASE 1, LEKKI, NIGERIA"
NETCAT TECHNOLOGY SOLUTIONS LTD,NETCAT TECHNOLOGY SOLUTIONS LTD,+2348037076714,https://netcatsolutions.ng,,"0909090909, 2147483646, 00000014, +234 809 148 7643, 99999999, 00000073, 9999999999, 2147483648, 2000000000, 81783288357497, +234 815 596 2922, 2147483647, 2147483645, 1111111111, 53535366","5 ADEPELE ST IKEJA, LAGOS 100271, NG, LAGOS, NIGERIA"
NETCOM AFRICA LTD,NETCOM AFRICA LTD,+23412718888,https://www.netcomafrica.com,solutions@netcomafrica.com,+234 908 188 9999,"FLOOR SAPETRO BUILDING NO 1 ADEOLA ODEKU STREET 6TH, VICTORIA ISLAND, NIGERIA"
Netexcel Systems & Technologies Limited,NETEXCEL SYSTEMS & TECHNOLOGIES LTD,+2348144848271,https://www.netexcel.net,,"+234-81 4484 8271, 2348144848271, 99999999","5B AFOLABI AINA STREET, OFF ALLEN AVENUE IKEJA, IKEJA, NIGERIA"
NOEVATA SOLUTIONS,NOEVATA SOLUTIONS,+2347011858503,https://www.noevata.com,business@noevata.com,"209116139, +234 803 200 8657","11C, ATLANTIC BOULEVARD, OCEAN BAY ESTATE,, LEKKI, LAFIAJI, LAGOS, NIGERIA"
OT UNIVERSAL SOLUTIONS,OT UNIVERSAL SOLUTIONS,+2348033688540,https://otuniversalsolutions.com,,00000000,"AMOKE SHODERU STREET, IKORODU, LAGOS, 26, IKORODU, NIGERIA"
OURANOS TECHNOLOGIES LIMITED,OURANOS TECHNOLOGIES LTD,+2347035476314,https://www.ouranos.com.ng,info@ouranos.com.ng,+234 703 547 6314,"19B COMMUNITY ROAD, OFF ALLEN AVENUE, LAGOS, NIGERIA"
PETRICOR DIGITAL TECHNOLOGIES LIMITED,PETRICOR DIGITAL TECHNOLOGIES LIMITED,+2348098011652,https://www.petricorng.com,"Spoc@petricorng.com, spoc@petricorng.com","1000000999, 1419268676, 1098887815, 1222646450, +2349077372309, 37905542, 1179158280, 1390419075, 1151514252, 1484678884, 1238290809, 1318904999, 9999999999, 1024523172, 1192087516, 1109862374, 1083416774, 1252614435, 1000009999, 1144344668, 1096915143, 843867119","PLOT 18A, AKINOLA COLE CRESCENT ESTATE, OFF ADENIYI JONES STREET, IKEJA, NIGERIA"
PHILIPS PROJECTS CENTRE LTD,PHILIPS PROJECTS CENTRE,+2342620811,https://www.ppcng.com,info@ppcng.com,01-270 0230,"8 Kofo Abayomi Street,, Victoria Island,, Lagos, NIGERIA"
Platview Technologies Limited,PLATVIEW TECHNOLOGIES LTD,+23414546044,https://platview.com,hello@platview.com,"767761938, 0484562807","5A, ADEKUNLE FAJUYI CRESCENT, IKEJA, NIGERIA"
PRECIOUSGATE TECHNOLOGIES LIMITED,PRECIOUSGATE TECHNOLOGIES LTD,+2349088951905,https://www.preciousgatetech.com,info@preciousgatetech.com,"+234 8037512298, +234 09139375316, +234 08037512298","7B JOHN ADOLLO STREET (JULI ESTATE), OREGUN IKEJA LAGOS, OREGUN-IKEJA, IKEJA, NIGERIA"
PROLATO TECHNOLOGIES LTD,PROLATO TECHNOLOGIES LTD,+2348106080045,https://www.prolatotech.com,info@prolatotech.com,08092465484,"BLOCK Y PLOT 1 MEGAMOUND ESTATE LEKKI COUNTY HOMES IKOTA, AJAH, LAGOS, LEKKI, NIGERIA"
Quomodo Systems Limited,QUOMODO SYSTEMS LTD,+2348068856600,https://www.quomodosystems.com,info@quomodosystems.com,"00000099, 68969269, 16427677, +23490 8488 4444, 536870912, 78262080, 60844971, +2349 290 8444, 2000000000, 00000026","3RD FLOOR, NAISUBA BUILDING, OFF NEXT CASH AND CARRY EXPRESS, BEFORE ALIBAT FURNITURE, ABUJA, ABUJA, NIGERIA"
RADIAL CIRCLE TELECOMS LTD,RADIAL CIRCLE TELECOMS LTD,+2348035050955,https://www.radialcircle.com,,"+234-1-803-895, +234-809-457-2889, +234-803-340-3578, +234-802-323-8477, +234-803-325-1165","BALARABE MUSE CRESCENT OFF SAMUE 56, LAGOS, NIGERIA"
REHOBOTH SYSTEMS LTD,REHOBOTH SYSTEMS LTD,+2348022256518,https://resypl.com,info@resypl.com,"+234 901 865 4904, +234 809 360 7273, +234 906 373 4065","21 SHASAH ROAD, SHASHA LAGOS NIGERIA, LAGOS IGBIDE, NIGERIA"
Reliance Infosystems,RELIANCE INFOSYSTEMS,+23416282729,https://www.reliance.systems,,"101259048, 798764783539970, 766679453, 602273590, 41783288449416, 2000000000, 2147483647","OMORENRE JOHNSON 1B, LEKKI PHASE 1, NIGERIA"
RESOURCERY PLC,RESOURCERY PLC,+2348109928230,https://www.resourcery.com,,"+10190-1019, 000000 100, +10140-1018, 2804872780","17/19 IDOWU TAYLOR STREET, LAGOS, NIGERIA"
RIFF TECHNOLOGIES LIMITED,RIFF TECHNOLOGIES LTD,+2348064753298,https://www.rifftech.com.ng,,,"LAGOS, WESTWOOD ESTATE BADORE AJAH 7, AJAH LEKKI, NIGERIA"
Rook Technologies LTD,ROOK TECHNOLOGIES LTD,+2348034050908,,,,"112 FUNSHO WILLIAMS,SURULERE, LAGOS, NIGERIA"
SIGNAL ALLIANCE TECHNOLOGY HOLDING,SIGNAL ALLIANCE TECHNOLOGY HOLDING,+23414619418,https://www.sathng.com,"info@sathng.com, marketing@sathng.com, comms@sathng.com","2348086633563, 07077184935, 99999999, +2348086633563, 999999999","MARINA 57, LAGOS, NIGERIA"
SKYMAX INTGERATED NETWORK LTD,SKYMAX INTGERATED NETWORK LTD,+2348101834726,https://www.skymaxnig.net,,,"3/1 2ND FLOOR SALIMA HOUSE, JIMETA YOLA, YOLA, NIGERIA"
Soft Intelligent Machines Limited,SOFT INTELLIGENT MACHINES LTD,+2348167494512,https://www.softintelligentmachines.com,Info@softintelligentmachines.com,"321575 100, 09819 100, 304352 100, 330867 100, 596164 100, 08026808992, 537895 100","3 Gbajobi Street Beside Water Crest Hotel, Balogun B/Stop, Obafemi Awolowo Way., YABA, Ikeja, NIGERIA"
SOUTHGATE TECHNOLOGIES LIMITED,SOUTHGATE TECHNOLOGIES LIMITED,+23416290187,https://www.southgtech.com,,,"REMI FANI-KAYODE AVENUE 17, LAGOS, NIGERIA"
Steelcon Technologies Limited,Steelcon Technologies Limited,+2348093162800,,,,"75B BABINGTON ASHAYE STREET, OMOLE PHASE 1, IKEJA, NIGERIA"
STERLING TECHNOLOGY NIGERIA LTD,STERLING TECHNOLOGY NIGERIA LTD,+2347058011780,https://www.stnl.co,info@stnl.co,"+234 8155135407, 1417939357495, 1415431651567, +23409044305241, 1415452666990, +234 7058011780","27 A ALHAJI KOLA OSENI STREET, OFF TOWN PLANNING WAY, LAGOS, NIGERIA"
Sunnet Systems and Datacom Services Ltd.,Sunnet Systems and Datacom Services Ltd.,+2348101318958,,,,"14, Balarabe Musa Crescent, Off Samuel Manuwa Street, Lagos, NIGERIA"
SYSBAY LIMITED,SYSBAY LIMITED,+2348060348971,https://www.sysbayng.com,"impallari@gmail.com, team@latofonts.com","+2348060348971, 66666666666666, 420911528150134, 33333333333334, 33333333333333","1619 DANMOLE STREET, OFF IDEJO STREET, VICTORIA ISLAND, LAGOS, NIGERIA"
TABCOD ADVANCED INTERNATIONAL SERVICES LTD,TABCOD ADVANCED INTERNATIONAL SERVICES LTD,+2348105855966,https://tabcod.com,,"00000057, 10040243, 63456609","46B GLOVER ROAD, IKOYI, LAGOS, NIGERIA"
TASCO TECHNOLOGIES LTD,TASCO TECHNOLOGIES LTD,+2348038270729,https://www.tasco-ng.com,info@tasco-ng.com,+234 1 271 4351,"213B MURI OKUNOLA STREET , VICTORIA ISLAND, LAGOS, NIGERIA"
TASK SYSTEMS LIMITED,TASK SYSTEMS LIMITED,+2348129851242,https://www.tasksystems.com,,"00000057, 2147483647","5 REDEMPTION CRESCENT GBAGADA, LAGOS, NIGERIA"
TAVIA TECHNOLOGIES LTD,TAVIA TECHNOLOGIES LTD,+2348160000924,https://www.taviatech.com.ng,client.services@taviatech.com.ng,+234 12710358,"WING B, 2ND FLOOR, MOTORWAYS CENTRE, IKEJA, NIGERIA"
TBO Integrated Services Limited,TBO Integrated Services Limited,+2348033938674,https://tboisl.com,sales@tboisl.com,"+234 817 301 8955, +234 803 391 8955, 566240593, +234 808 537 6934, 2902125285417","PROPERTY GATE CENTER, 2 ROCK DRIVE, CBD, LEKKI PHASE 1, LAGOS, NIGERIA"
TDS Hitech Solutions Limited,TDS HITECH SOLUTIONS LTD,+2348150375726,https://www.tdstechng.com,"info@tdstechng.com, customerservice@tdstechng.com","616015060, +2348150375726, 08150375726, +234 815 037 5726","19A, COMMUNITY ROAD, OFF ALLEN AVENUE,, OGUNDANA, IKEJA, NIGERIA"
TECH DATA,TECH DATA CONSULTING LTD,+2348037911203,https://techdata-consulting.com.ng/,info@techdata-consulting.com,+234 8037911203,"PLOT 13 BLOCK 81 AMUWO ODOFIN INDUSTRIAL LAYOUT OKOTA ROAD LAGOS NIGERIA, ISOLO, NIGERIA"
Tech Mahindra Ltd,TECH MAHINDRA LTD,000,https://www.techmahindra.com/,,"2147483646, 18963588, 6666666667, +91-20-66018100, 2147483647, 2147483645, 3333333333","3RD TO 6TH FLOOR, OPIC TOWERS, OKE ILEWO, ABEOKUTA, OGUN STATE, NIGERIA"
TECHNOLOGY ADVANTAGE NETWORK LTD,TECHNOLOGY ADVANTAGE NETWORK LTD,+2348127186505,https://www.technologyadvantage.ng,info@technologyadvantage.ng,"138170380, +234 (0) 912 000","27 OYEWOLE STREET, LAGOS, NIGERIA"
TECHTRON SYSTEMS LTD,TECHTRON SYSTEMS LTD,+2348124120374,https://techtronsystems.org,,00000057,"8,DONATUS ODUM STREET,IKATE, ELEGUSHI, LEKKI, NIGERIA"
TECHWARE PROFESSIONAL SERVICES LTD,TECHWARE PROFESSIONAL SERVICES LTD,+2349052203335,https://www.techware.ng,"marketing@techware.ng, info@techware.ng","+234 811 110 1484, +234 905 220 3335, +234 803 246 4859, 999999999","Ahmadu Bello Way, 10th Floor, Standard Chartered Bank Bldg. Plot 142, Victoria Island, NIGERIA"
Tenece Professional Services,TENECE PROFESSIONAL SERVICES,+2342809897,https://www.tenece.com,,"333333333333, 1073741824, 999999999, 99999999","161A SINARI DARANILO STREET, OFF LIGALI AYORINDE STREET, VICTORIA ISLAND, NIGERIA"
The Source Computers Limited,THE SOURCE COMPUTERS LTD,234128034701,https://www.tsc.com.ng,,860699962,"Block 1, Plot 8, Rock Drive, Off C&I Leasing  CBD Lekki Phase1, Lagos, Lagos, NIGERIA"
TIER5 TECHNOLOGIES,TIER5 TECHNOLOGIES,+2347011327062,https://tier5technologies.com/,info@tier5technologies.com,"+234) 809-9111, 99999999, 999999999, +254) 714-455, +233) 556-803","7TH FLOOR MILLINER TOWER ALFRED REWANE STREET IKOYI, IKOYI, NIGERIA"
TigerLogic Solutions Ltd,TIGERLOGIC SOLUTIONS LTD,+2349020167913,,,,"No 24B Amodu Tijani Close,., Off Sanusi Fafunwa Street, Victoria Island, Lagos, VICTORIA ISLAND, NIGERIA"
TRETEN NETWORKS LTD,www.tretennetworks.com,+2349060006312,https://WWW.TRETENNETWORKS.COM,,,"OAK PLACE, 14 NIKE ART GALLERY ROAD, IKATE, LEKKI, LAGOS, LAGOS, NIGERIA"
URAELAT SMART SOLUTION LTD,URAELAT SMART SOLUTION LTD,09167792445,https://ussolutionltd.com/,"technical.sales@ussolutionltd.com, info@ussolutionltd.com","+2347085156104, 234)-70851561, 234)-91677924","18 PETER CHIGBUE CLOSE, LAGOS, NIGERIA"
Uridium Technologies Limited,Uridium Technologies,105103,https://www.uridiumtechnologies.com,,,"8, OFFICE APARTMENT, RASHEED ALABA WILLIAMS STREET, LEKKI PHASE 1, LAGOS, NIGERIA"
VENBETA ENTERPRISE LTD,VENBETA ENTERPRISE LTD,+2349036332408,http://www.venbeta.com/,info@venbeta.com,"234) 09026332, +234) 09026332, 2000000000, 741783288653084","8 MEDICAL ROAD IKEJA, LAGOS, NIGERIA"
VIACOVE LTD,VIACOVE LTD,+2347063891652,https://www.viacove.com,,,"53 KUMASI CRESCENT, SUITE 5, WUSE II, ABUJA, NIGERIA"
VZB OPCO NIGERIA LTD,VZB OPCO NIGERIA LTD,23412147551555,https://www.verizon.com,,"0619226996, 31540000000, 373315030862245, 10073430, 5490810972","AWOLOWO ROAD 98, SOUTH WEST IKOYI, NIGERIA"
WAJE TECHNOLOGIES LIMITED,WAJE TECHNOLOGIES LTD,+2348037071834,https://WWW.WAJETECH.COM,info@wajetech.com,"+234 800 123 4567, 2000000000, +2348037071834","16A, GEORGE OMONUBI STREET, ZONE 10, LEKKI PHASE 1,, LEKKI PHASE 1, NIGERIA"
WECO SYSTEMS INTERNATIONAL LTD,WECO SYSTEMS GROUP,234127140458,https://www.wecosysgroup.com,,"22732392, 60272801, 144916409","Block 129, Plot 1A, Akinyemi Avenue, Off Oriwu Road by ELF/UPDC Estate junction,, Marwa Area, Lekki Scheme One,, Lagos, NIGERIA"
Wedgewood Services,WEDGEWOOD SERVICES,+2347038864646,https://www.wedgewoodservice.com,info@wedgewoodservice.com,"31536000, 0808 880 8819, 45879970, 0807 999 8819","PLOT 2 BLOCK 22 BABATUNDE, ANJOUS STREET OFF ADMIRALTY WAY, LAGOS, NIGERIA"
WISCOM ENGINEERING AND CONTROL SYSTEM,WISCOM ENGINEERING AND CONTROL SYSTEM LTD,+2348111134524,https://www.wiscomng.com,"sales@wiscomng.com, info@wiscomng.com, olaseni.odebunmi@wiscomng.com","08111134524 0817, 08023731247","11 OLASONDE ST, MUSHIN,, LAGOS, NIGERIA"
XVI SYSTEMS LTD,XVI SYSTEMS LTD,+2348165268605,https://www.xvisys.com,,"321575 100, 09819 100, 304352 100, 330867 100, 596164 100, 537895 100","3 RUMUOWOKEH ROAD, PORT HARCOURT, RIVERS STATE, PORT HARCOURT, NIGERIA"
